Facility_Name,2019_in_DA_stray,2019_in_DJ_stray,2019_in_CA_stray,2019_in_CJ_stray,2019_in_DA_relinq,2019_in_DJ_relinq,2019_in_CA_relinq,2019_in_CJ_relinq,2019_in_DA_CO,2019_in_DJ_CO,2019_in_CA_CO,2019_in_CJ_CO,2019_in_DA_OOS,2019_in_DJ_OOS,2019_in_CA_OOS,2019_in_CJ_OOS,2019_in_DA_other,2019_in_DJ_other,2019_in_CA_other,2019_in_CJ_other,2019_out_DA_adopt,2019_out_DJ_adopt,2019_out_CA_adopt,2019_out_CJ_adopt,2019_out_DA_return,2019_out_DJ_return,2019_out_CA_return,2019_out_CJ_return,2019_out_DA_CO,2019_out_DJ_CO,2019_out_CA_CO,2019_out_CJ_CO,2019_out_DA_OOS,2019_out_DJ_OOS,2019_out_CA_OOS,2019_out_CJ_OOS,2019_out_DA_other,2019_out_DJ_other,2019_out_CA_other,2019_out_CJ_other
Colorado House Rabbit Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Japanese Chin Rescue,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Kitty Coalition,0.0,0.0,7.0,25.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Pug Rescue,1.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Puppy Rescue,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,73.0,0.0,0.0,56.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Reptile Humane Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Rhodesian Ridgeback Rescue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Shiba Inu Rescue,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado St Bernard Rescue,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Colorado Wyoming Vizsla Rescue Group, Inc",0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper's Companions Animal Rescue,0.0,0.0,0.0,0.0,76.0,22.0,0.0,0.0,12.0,2.0,0.0,0.0,17.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0
Cortez Animal Shelter,343.0,32.0,113.0,80.0,71.0,44.0,192.0,250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,29.0,81.0,100.0,221.0,7.0,11.0,0.0,93.0,32.0,47.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
County of Clear Creek Animal Shelter,77.0,0.0,17.0,0.0,35.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,59.0,0.0,3.0,0.0,201.0,0.0,32.0,1.0,64.0,0.0,2.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,1.0,0.0
County of Park Animal Shelter,117.0,8.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,7.0,2.0,0.0,48.0,1.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuddle Bug Chinchillas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dakota Ranch Dog Rescue,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dalmatian Rescue of Colorado, Inc.",8.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dancing Dog Rescue and Recovery Ranch, Inc.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,17.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,37.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Jackson dba David & Mary Jackson Animal Sanctuary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delta County Citizens for Animal Welfare and Shelter,0.0,0.0,5.0,47.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Delta County Humane Society ,0.0,0.0,8.0,46.0,1.0,10.0,1.0,0.0,2.0,10.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,8.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demi's Animal Rescue,1.0,0.0,3.0,60.0,4.0,0.0,13.0,17.0,14.0,6.0,1.0,9.0,6.0,5.0,7.0,64.0,0.0,0.0,0.0,0.0,26.0,10.0,24.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denkai Animal Sanctuary,42.0,99.0,4.0,3.0,141.0,304.0,12.0,58.0,0.0,0.0,0.0,0.0,32.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,304.0,9.0,26.0,0.0,0.0,0.0,0.0,31.0,29.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denver Animal Shelter,2507.0,156.0,505.0,383.0,342.0,24.0,178.0,35.0,33.0,16.0,48.0,31.0,1.0,0.0,0.0,1.0,1203.0,22.0,155.0,8.0,1162.0,112.0,502.0,310.0,2157.0,49.0,123.0,3.0,248.0,46.0,26.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,7.0
Denver Cat Company,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denver Dachshunds Rescue and Transport,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,138.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,183.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Denver Samoyed Association, Inc.",0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DMK Rehoming, Inc.",1.0,4.0,0.0,0.0,8.0,22.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,8.0,0.0,0.0,12.0,22.0,0.0,0.0,16.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Do Over Dogs A Second Chance At Life,1.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doberman Rescue of Colorado,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doggy Dog World Rescue,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,61.0,95.0,139.0,0.0,0.0,0.0,0.0,106.0,59.0,94.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Douglas County Canine rescue ,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,900.0,0.0,0.0,0.0,90.0,0.0,0.0,334.0,881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duck Team 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dumb Friends League ,1565.0,95.0,1563.0,1337.0,3160.0,285.0,2597.0,770.0,341.0,184.0,380.0,414.0,79.0,95.0,47.0,2.0,0.0,146.0,0.0,118.0,3103.0,634.0,3635.0,2131.0,812.0,23.0,307.0,15.0,649.0,39.0,69.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,121.0,4.0
Dumb Friends League Buddy Center,725.0,17.0,338.0,80.0,1075.0,75.0,810.0,178.0,150.0,39.0,82.0,15.0,1340.0,273.0,6.0,3.0,0.0,0.0,0.0,11.0,2301.0,338.0,960.0,237.0,674.0,21.0,111.0,1.0,128.0,33.0,13.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0
"Duncan's Place, A Cat Sanctuary",0.0,0.0,0.0,0.0,1.0,0.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eagle County Animal Shelter and Services,190.0,6.0,64.0,22.0,46.0,1.0,26.0,18.0,20.0,10.0,19.0,100.0,76.0,26.0,0.0,0.0,36.0,16.0,21.0,21.0,168.0,42.0,59.0,131.0,170.0,2.0,19.0,0.0,19.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0
Eagle Valley Humane Society,1.0,0.0,10.0,24.0,11.0,6.0,29.0,27.0,7.0,8.0,6.0,13.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,61.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Plains Animal Welfare Alliance,12.0,8.0,35.0,115.0,37.0,14.0,26.0,55.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,41.0,16.0,10.0,20.0,3.0,0.0,3.0,0.0,12.0,6.0,54.0,142.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
Eaton Animal Den,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Paso County Canine Rescue,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,175.0,222.0,0.0,0.0,14.0,9.0,0.0,0.0,196.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"English Springer RescueAmerica, Inc",0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erin Nissen dba Durango Animal Connection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,31.0,3.0,30.0,0.0,0.0,0.0,0.0,16.0,24.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Evergreen Animal Protective League,0.0,0.0,2.0,3.0,12.0,0.0,3.0,0.0,24.0,1.0,19.0,115.0,160.0,251.0,2.0,0.0,0.0,0.0,0.0,0.0,208.0,299.0,23.0,105.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exotic Bird Ranch Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farfel's Farm & Rescue,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feline Rescue Network dba Lookwhatthecatbroughtin,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,0.0,0.0,135.0,63.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,5.0,0.0,0.0,109.0,120.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferret Dreams Rescue and Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foothills Animal Shelter,1812.0,116.0,640.0,424.0,579.0,60.0,359.0,76.0,91.0,22.0,41.0,37.0,292.0,128.0,77.0,60.0,569.0,63.0,209.0,23.0,1388.0,313.0,944.0,528.0,1469.0,35.0,185.0,12.0,102.0,19.0,35.0,16.0,41.0,11.0,9.0,0.0,93.0,5.0,18.0,3.0
For Pets' Sake Inc.,0.0,0.0,0.0,0.0,13.0,30.0,58.0,160.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,44.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,14.0,51.0,150.0,0.0,13.0,0.0,0.0,0.0,0.0,297.0,44.0
For The Howl Of It Inc.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,0.0,0.0,0.0,12.0,0.0,0.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forgotten Felines Rescue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,189.0,0.0,0.0,6.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,69.0
Fort Collins Cat Rescue and Spay/Neuter Clinic,0.0,0.0,29.0,44.0,0.0,0.0,243.0,483.0,0.0,0.0,166.0,259.0,0.0,0.0,257.0,1045.0,0.0,0.0,116.0,20.0,0.0,0.0,844.0,1794.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fort Morgan Humane Society,253.0,39.0,118.0,76.0,8.0,4.0,12.0,2.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,2.0,93.0,32.0,69.0,32.0,172.0,10.0,10.0,0.0,9.0,2.0,41.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freedom Service Dogs,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,36.0,23.0,0.0,0.0,39.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Friends of Retired Greyhounds,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Friends of Shawnee Animals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
From Forgotten to Forever Rescue and Transport,0.0,0.0,0.0,0.0,28.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,74.0,50.0,4.0,5.0,0.0,0.0,0.0,0.0,92.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Range Freedom Rescue,0.0,0.0,1.0,15.0,1.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,4.0,1.0,66.0,140.0,0.0,0.0,0.0,5.0,3.0,1.0,42.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Range German Shepherd Rescue,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,84.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ft Lupton Veterinary Hospital,78.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fureverdog Rescue,8.0,9.0,0.0,0.0,26.0,20.0,0.0,0.0,16.0,1.0,0.0,0.0,6.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garden Valley Veterinary Hospital ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garfield County Animal Welfare Foundation Inc dba Rifle Animal Shelter,384.0,22.0,71.0,115.0,224.0,39.0,121.0,165.0,165.0,76.0,73.0,173.0,34.0,5.0,13.0,34.0,1.0,18.0,0.0,41.0,496.0,134.0,267.0,459.0,307.0,7.0,9.0,4.0,9.0,0.0,4.0,2.0,2.0,0.0,8.0,2.0,-16.0,16.0,-20.0,20.0
German Shepherd Rescue of the Rockies,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gina Chaffin dba Echo Acres,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden Retriever Freedom Rescue,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,2.0,7.0,0.0,0.0,122.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden Retriever Rescue of the Rockies,2.0,0.0,0.0,0.0,207.0,42.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,67.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graceland Animal Rescue & Sanctuary,0.0,0.0,1.0,1.0,34.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
Grand County Animal Shelter,103.0,3.0,27.0,7.0,27.0,10.0,29.0,25.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,37.0,0.0,4.0,0.0,32.0,10.0,52.0,37.0,127.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grand Rivers Humane Society,0.0,0.0,0.0,0.0,18.0,0.0,74.0,33.0,186.0,3.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,3.0,94.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grand Valley Pit Crew ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Great Pyrenees Rescue & Sanctuary,0.0,0.0,0.0,0.0,37.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grey Ghost Weimaraner Rescue,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gritty Pittie Rescue,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,8.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
